MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367306520,2022-03-31T00:00:00,29.86296,-91.20583,2.3,142.2,143,MISS MOLLYE D,,WDD9078,31,12,26,10,,57,A
368183130,2022-03-31T00:01:18,30.74181,-88.04001,0,24,24,GRETCHEN V. COOPER,,WDL9887,31,15,32,10,0,31,A
316031352,2022-03-31T00:00:01,49.19823,-122.94116,3.2,260.5,511,LORNE M LEDCOR,,,52,0,14,6,2.9,52,A
228337900,2022-03-31T00:01:28,26.00547,-78.18005,14.9,115.1,116,CMA CGM DALILA,IMO9450624,FLSQ,70,0,334,42,15,73,A
319704000,2022-03-31T00:00:37,47.66128,-122.3849,0,149.3,204,CHEEMAUN,,ZCGM9,37,5,,,,37,A
338302000,2022-03-31T00:00:01,29.3676,-94.8912,0.1,237.6,69,MAGNOLIA STATE,IMO9697997,KGNQ,80,5,186,,,80,A
367743020,2022-03-31T00:00:05,33.95064,-91.11286,5.8,347,511,JOBETH JANOUSH,,WDI8875,31,10,,,,30,A
367721010,2022-03-31T00:01:10,40.28117,-79.88064,4.4,228,228,MARY ROSE,,WDI6668,31,0,21,,,31,A
366920620,2022-03-31T00:00:41,21.31665,-157.87949,0,116.8,511,PACIFIC SUN,,WDB6251,30,,17,5,,,B
366999611,2022-03-31T00:00:37,28.41587,-80.62225,0,1.6,511,CG SKIPJACK,,NHOY,90,5,26,5,,55,A
316005496,2022-03-31T00:01:13,49.11805,-123.08125,4.3,57.9,511,STORM SPRAY,,CY8295,31,0,19,6,3,52,A
368223280,2022-03-31T00:01:16,29.74643,-95.10252,0.3,324,511,CONSTELLATION,,WDM6221,33,3,23,8,0,33,A
367057460,2022-03-31T00:01:18,30.0013,-90.79898,0.1,287.2,511,STEPHEN R WARDEN,,WDC6523,31,12,40,10,,31,A
232010199,2022-03-31T00:01:21,18.29131,-64.51159,8.2,116,115,ROSE PG,IMO9799032,MBOK9,80,0,105,18,5.2,80,A
304010792,2022-03-31T00:00:46,26.08917,-80.11983,0,206,178,JAN CARIBE,IMO8815308,V2QD,70,5,94,16,5,70,A
367655770,2022-03-31T00:01:17,27.77684,-82.62988,0,271.9,90,DEBBIE LOU,,WDH8211,37,0,28,,,37,A
367481660,2022-03-31T00:01:21,38.5887,-90.1979,0,360,511,MIRANDA PAIGE,IMO8976578,WDF7156,31,0,21,9,,31,A
215936000,2022-03-31T00:00:50,26.94186,-93.71942,11.1,135.4,141,EUROSAILOR,IMO9895915,9HA5376,80,0,183,32,11.6,80,A
316001265,2022-03-31T00:00:28,48.87396,-123.60576,9.2,68.2,69,QUINITSA,IMO7710965,CZ8734,60,0,75,19,1.5,60,A
538008641,2022-03-31T00:01:18,27.48192,-79.26515,8.6,26.6,36,SANTOS EAGLE,IMO9699347,V7A2606,70,0,200,32,12.3,70,A
354053000,2022-03-31T00:01:07,25.00388,-79.70313,19.8,10,11,A KINKA,IMO9433054,3FLP7,79,0,175,27,9.4,79,A
316026989,2022-03-31T00:01:07,49.24802,-123.26022,0.8,127.6,50,PACIFIC FURY,IMO7004988,VG6792,31,0,19,7,4,52,A
367004610,2022-03-31T00:01:10,30.06022,-90.88603,7.5,91.8,72,CAPT WHITEY,,WDC3246,31,15,25,9,,0,A
366983270,2022-03-31T00:01:20,30.05412,-90.56937,0,210,511,G SHELBY FRIEDRICHS,IMO8992534,WDB9813,31,0,29,8,,52,A
368926296,2022-03-31T00:01:08,30.39044,-81.40862,0,356.1,344,US GOVT VESSEL,,NIPL,0,5,0,0,0,0,A
367405830,2022-03-31T00:01:11,27.92551,-82.44523,0,0.1,49,C-TRACTOR 21,IMO9529750,WDE8466,31,5,33,12,5.7,52,A
369550000,2022-03-31T00:01:22,26.15367,-94.7895,0.7,241,180,Q4000,IMO8767123,WDA6676,90,3,95,62,15.1,99,A
367546860,2022-03-31T00:01:11,35.08284,-90.14178,0,237.2,511,BILL WEPFER,,WDG5456,31,15,16,,,31,A
367541350,2022-03-31T00:01:12,38.58019,-90.21975,0,279.3,511,CHUB MORRIS,,WDG4908,31,0,16,,,31,A
368029450,2022-03-31T00:01:13,28.94417,-95.30794,3,108.8,292,EXPORTER,IMO9852602,WDJ9792,52,0,31,12,4.9,52,A
367437840,2022-03-31T00:01:12,29.3307,-94.84476,4.1,222.3,511,NEDA J,,WDF3258,31,12,21,7,,31,A
368142150,2022-03-31T00:01:23,29.66613,-91.09844,0,360,511,T-RAY,,WDL5554,31,0,15,6,2.3,31,A
367637980,2022-03-31T00:00:38,37.04262,-88.53565,0,219.2,511,RAY A ECKSTEIN,,WDH6440,31,0,51,14,,52,A
367057380,2022-03-31T00:01:27,29.92921,-90.19396,0.1,249,511,DEL WILKINS,,WDC6516,31,12,18,8,,31,A
538008024,2022-03-31T00:01:44,29.32701,-94.59252,0.7,119,107,BALD EAGLE,IMO9400904,V7TM5,70,1,177,28,6,70,A
338107888,2022-03-31T00:01:09,32.1277,-81.13676,0,224.5,157,HAMPTON ROADS,,,90,15,36,9,,33,A
367078410,2022-03-31T00:01:13,29.94742,-91.83888,0.1,184.8,511,MISS CROSBY,IMO8987826,WDC7879,31,0,19,8,,52,A
367323150,2022-03-31T00:01:23,29.59982,-90.66109,0,265.7,183,E W ELLEFSEN,,WDE2299,90,3,62,18,,33,A
367654060,2022-03-31T00:01:14,36.99864,-89.15974,0,360,511,SHIRLEY FRANKLIN,,WDH8040,31,0,15,,,31,A
367415840,2022-03-31T00:01:13,29.59804,-90.66259,0,272.1,511,DIAMOND ANNIE,,WDE9307,90,15,14,6,,57,A
338164476,2022-03-31T00:02:10,30.02744,-90.11713,0,242.6,511,NORTH STAR,,,37,0,16,,,37,A
316012046,2022-03-31T00:01:19,48.43118,-123.42961,0,360,511,,,,20,0,17,5,0,20,A
366963360,2022-03-31T00:00:43,37.8695,-87.67709,1.9,226,221,EDWIN L KENNEDY,,WDB8731,31,0,40,10,,57,A
366983840,2022-03-31T00:00:09,47.90675,-122.50619,10.9,157.2,158,LOIS H,IMO8606549,WTD4576,31,0,26,7,4.1,32,A
636091690,2022-03-31T00:01:10,18.527,-68.27067,12.7,2,3,POLYNESIA,IMO9477347,A8RO9,70,0,161,25,9.5,71,A
316014060,2022-03-31T00:00:41,46.593,-84.72717,7.2,138,137,ALGOMA STRONGFIELD,IMO9613953,CFG8305,70,0,225,,,76,A
367797450,2022-03-31T00:01:13,40.55022,-80.20749,0,255,132,JEFFREY A RAIKE,,WDJ6407,31,12,36,10,,57,A
367682990,2022-03-31T00:01:13,29.94658,-93.16912,0,281.5,326,RENA MARIE,,WDI2909,31,0,26,,,90,A
367545860,2022-03-31T00:01:14,29.56723,-90.72757,0,146,511,MS KERCI,IMO8968179,WDG5359,90,0,41,9,3,34,A
367685130,2022-03-31T00:00:16,33.13601,-88.29225,3.5,37,55,AMERICAN CENTURY,,WDI3115,31,12,22,,,57,A
319074000,2022-03-31T00:00:18,26.10629,-80.11521,0.1,260.1,116,OUR WAY,,ZCMU4,37,5,31,8,,37,A
538009198,2022-03-31T00:01:18,28.57531,-94.2593,0.6,332.1,120,PACIFIC RUBY,IMO9893034,V7A4440,80,1,250,44,13.3,80,A
366989990,2022-03-31T00:01:13,38.06729,-90.14478,3.2,271.1,273,ROBERT T,,WDC2248,31,1,32,11,,31,A
566306000,2022-03-31T00:01:18,27.2756,-95.92683,12.3,130,128,MTM HOUSTON,IMO9505924,9V9704,80,0,144,24,9.6,80,A
368077290,2022-03-31T00:01:17,29.73587,-95.13176,0,271,274,JANIS ELIZABETH,,WDK6711,32,12,22,10,3.1,32,A
366799090,2022-03-31T00:00:11,29.90452,-90.08125,0.1,235.5,511,DOUGLAS,,WDA3502,31,0,16,6,,31,A
316017034,2022-03-31T00:00:17,48.68045,-123.41406,0,230.9,511,BLUE BEAUTY,,,0,5,,,,0,A
636019035,2022-03-31T00:01:04,30.65234,-80.60977,11.7,29,29,MEDI TIRRENO,IMO9699165,D5SQ5,70,0,200,32,10.8,70,A
366986330,2022-03-31T00:00:42,37.8807,-87.8334,0.9,296.2,511,MISS SHEILA,,WDC2002,31,0,19,7,,31,A
368926288,2022-03-31T00:00:48,45.58092,-122.76402,0,307.2,511,SURVEY VESSEL GRAHAM,IMO0000000,AEQE,33,,9,3,0,0,B
366941830,2022-03-31T00:00:57,29.36385,-94.89197,0,298.7,511,SAN PATRICIO,,WCX6675,31,5,18,7,,57,A
367778010,2022-03-31T00:01:12,28.93643,-95.33055,0.6,99.8,179,JOHN C LAQUAY,,WDJ4471,33,15,41,11,,33,A
367671160,2022-03-31T00:01:17,29.74942,-95.10326,0,249.7,107,MOLLY PATRICIA,,WDH9743,31,12,29,,,57,A
367063030,2022-03-31T00:01:13,31.11407,-81.48841,0.2,4,511,EMERALD PRINCESS II,IMO8993057,WDC6906,60,5,51,12,,60,A
367468610,2022-03-31T00:01:14,29.78587,-95.06902,3.9,255.1,511,MR WAYNE,,WDF5912,31,12,18,7,,31,A
367439810,2022-03-31T00:01:17,30.27918,-91.1995,0.3,113.2,511,SANDRA J BANTA,IMO8975378,WDF3432,31,15,18,7,,0,A
368054020,2022-03-31T00:01:16,37.91745,-87.88411,0,222.6,511,KENOVA,IMO101288926,WDK4323,57,0,219,34,3.1,57,A
368105110,2022-03-31T00:00:29,27.68573,-82.85156,4.2,133.4,511,DON PANCHITO,IMO0000000,WDK9597,30,,21,7,,,B
367635360,2022-03-31T00:01:49,28.28352,-80.36683,8.2,332.1,511,SOMEDAY,,WDH6183,37,,15,,,,B
367089620,2022-03-31T00:00:54,26.19171,-80.10519,0.1,72.1,511,LET IT RIDE,,WDC8584,60,,20,5,,,B
367643140,2022-03-31T00:01:10,29.25514,-89.969,4.9,140.2,511,SUN STEPHEN,,WDH6492,68,0,20,5,1.5,68,A
367396770,2022-03-31T00:01:10,33.98541,-91.36572,0,248.2,511,FRANCES ANN,,WDE7720,31,0,21,7,,31,A
367730420,2022-03-31T00:01:13,29.68587,-91.18721,0,360,511,SNAFU,,WDI7614,37,0,,,,79,A
367016010,2022-03-31T00:01:11,29.312,-94.80333,0,360,511,HENRY T,,WDC3903,31,0,15,7,,31,A
367724780,2022-03-31T00:01:14,29.84242,-91.94628,5.6,256.9,257,BRENDA L MURRAY II,,WDI7040,31,12,,,,57,A
368205110,2022-03-31T00:01:13,38.37971,-90.3507,0,146.7,14,DAVE B FATE,,WDM4296,52,12,33,10,3.1,57,A
368083560,2022-03-31T00:01:15,27.81206,-97.4105,0,298.6,511,TOM GREEN,,WDK7348,52,0,23,10,2.7,52,A
367522920,2022-03-31T00:01:13,38.84875,-90.10845,0,127.2,511,TOM ZUPAN,,WDG3141,31,12,15,,,31,A
367310510,2022-03-31T00:01:15,29.99246,-90.43397,0,222.8,262,MATAGORDA,,WDD9377,31,15,21,9,,52,A
367775320,2022-03-31T00:01:17,29.93844,-90.22279,0,144,511,LOUISIANA TRANSPORTE,,WDJ4190,31,0,,,,31,A
367687040,2022-03-31T00:01:18,30.32232,-87.33357,0,0,511,TENNER C,IMO7046120,WDI3314,31,0,29,8,3.6,52,A
367506940,2022-03-31T00:01:18,38.86728,-90.14887,1.1,304.5,304,NASHVILLE HUNTER,,WDF9608,31,12,41,,,57,A
368071410,2022-03-31T00:01:20,30.24577,-91.3188,3.8,164.2,168,BILLY CENAC,,WDK6121,52,12,200,17,3,52,A
366961250,2022-03-31T00:01:15,30.42553,-91.20301,0.1,30.4,299,GEISMAR,,WDH5468,31,0,21,9,,57,A
310384000,2022-03-31T00:01:16,25.333,-79.66105,0.9,304.5,168,ISLAND PRINCESS,IMO9230402,ZCDG4,60,0,294,32,8,60,A
316047318,2022-03-31T00:00:16,48.49814,-123.55176,0,358.7,511,LADY HAWKE 1,IMO0000000,,36,,30,4,,,B
366933730,2022-03-31T00:01:14,27.87249,-97.16072,0,298.1,217,MARTHA OLIVER,IMO8635617,WCU2641,31,12,19,7,,57,A
338394494,2022-03-31T00:01:06,27.7234,-82.68242,0,360,511,KICKBACKIII,IMO0000000,WCX4188,37,,14,5,,,B
316031352,2022-03-31T00:01:06,49.19794,-122.94255,3.3,254.2,511,LORNE M LEDCOR,,,52,0,14,6,2.9,52,A
367648150,2022-03-31T00:01:09,25.84946,-95.34758,4.8,279.6,277,HOLLYWOOD,IMO8428674,WDH7440,31,0,30,10,4.4,31,A
367654290,2022-03-31T00:01:09,36.99886,-89.16018,0.2,206.5,511,CONNELL SMITH,,WDH8063,31,0,15,,,31,A
368072930,2022-03-31T00:00:43,18.02217,-67.17453,0,264.9,511,ASGARD,IMO0000000,WDK6271,36,,15,4,,,B
370547000,2022-03-31T00:00:53,25.89752,-80.15919,0,131.8,511,AIS INVICTUS,IMO0000000,HO9226,37,,0,0,,,B
368163880,2022-03-31T00:00:58,47.62896,-122.39088,0,360,511,SIRIUS,IMO0000000,WDL7833,36,,12,4,,,B
338252786,2022-03-31T00:01:12,25.68012,-80.25913,0,122.2,511,HAY SHEA,IMO0000000,CT 2032,37,,16,5,,,B
368023230,2022-03-31T00:01:12,29.25798,-89.36389,0.1,234.5,511,MS.EMILY,IMO999975000,WDJ9153,20,15,0,0,0,20,A
367384710,2022-03-31T00:01:18,27.88282,-82.53253,0.1,260.1,266,DAUNTLESS,,WDE6777,37,5,23,5,,37,A
368014720,2022-03-31T00:01:16,29.74316,-93.86969,0,199.6,511,MISS CHARLOTTE,IMO1061878,WDJ8262,69,0,36,8,2.2,69,A
338322334,2022-03-31T00:00:31,48.75717,-122.50552,0,360,57,AMY ANN,IMO0000000,,37,,11,4,,,B
338198401,2022-03-31T00:00:48,30.39011,-86.50266,0.2,360,511,Y KNOT ANOTHER,IMO0000000,,37,,13,4,,,B
338430022,2022-03-31T00:00:52,47.28171,-122.40239,0.1,360,511,JUST TALKIN' II,IMO0000000,,36,,11,5,,,B
311018700,2022-03-31T00:00:55,29.72963,-95.0221,0,102,216,JASMIN JOY,IMO9427471,C6XP9,80,5,228,42,14.8,89,A
367728980,2022-03-31T00:00:56,27.5247,-82.62148,0.1,360,511,COMPASS ROSE,IMO0000000,,36,,14,5,,,B
366805390,2022-03-31T00:00:28,30.35783,-88.50589,0,360,511,MALLORY GRACE,,WDF9232,60,5,29,6,,60,A
367590250,2022-03-31T00:00:16,47.62845,-122.3954,0,265.9,511,VINDICATOR,IMO0000000,WDG9682,37,,12,4,,,B
338353642,2022-03-31T00:00:17,32.22351,-80.77239,0,192.9,318,RIPTIDE,IMO0000000,,37,,10,4,,,B
338221000,2022-03-31T00:01:09,48.26793,-123.75511,13.8,280,280,OVERSEAS BOSTON,IMO9353565,WJBU,80,0,183,32,12.2,80,A
367702110,2022-03-31T00:00:38,37.91327,-86.75159,0.1,209.5,134,DANIEL W WISE,,WDI4798,31,12,38,13,,57,A
338411512,2022-03-31T00:00:18,47.61677,-122.51054,0.1,360,511,ABRAXIS,IMO0000000,,37,,0,0,,,B
367641590,2022-03-31T00:01:11,37.94286,-87.44009,7.7,78.1,511,MARTY B,,WDH6786,31,0,14,,,99,A
368129660,2022-03-31T00:00:22,30.29244,-87.54305,0.5,23.6,228,IT JUST TAKES TIME,IMO0000000,WDL4251,37,,22,5,,,B
338432362,2022-03-31T00:00:24,27.99579,-82.82093,0,59.9,511,ISLAND WAY,IMO0000000,,37,,18,5,,,B
316002729,2022-03-31T00:00:27,48.71694,-123.44942,7,264.4,511,CONFIDENT,IMO0000000,,30,,16,4,,,B
338405857,2022-03-31T00:00:29,28.40786,-80.62883,0,0,511,KNOT SEW E SEA,IMO0000000,,37,,17,5,,,B
338432863,2022-03-31T00:00:37,26.78047,-80.04008,0,248.6,511,ALEXANDRA ROSE,IMO0000000,,37,,20,6,,,B
269110620,2022-03-31T00:00:45,18.07765,-65.79969,0,235.3,511,LADIALA,IMO0000000,HBY5124,36,,14,8,,,B
538004921,2022-03-31T00:00:47,29.96866,-90.26082,0,353.7,252,PRETTY TEAM,IMO9639763,V7ZV2,70,1,179,29,10.1,70,A
367408780,2022-03-31T00:00:54,30.40041,-81.43273,0,360,330,SEVEN ARROWS,IMO0000000,WDE8724,30,,15,5,,,B
538009455,2022-03-31T00:00:59,46.09906,-122.9394,0,187.5,109,DIAMOND GLOBE,IMO9828857,V7A4769,70,5,229,32,7,70,A
338426297,2022-03-31T00:01:02,24.9656,-80.56895,0,360,511,HALCYON,IMO0000000,,37,,15,6,,,B
367512340,2022-03-31T00:01:05,29.96617,-90.26717,0,278.4,264,CSS TEXAS,,WDG2121,31,12,23,,,31,A
367541690,2022-03-31T00:01:10,29.96243,-90.29741,2.3,33.3,511,LOUISIANA LAGNIAPPE,,WDG4942,31,0,19,,,90,A
367790380,2022-03-31T00:01:11,47.64239,-122.34163,0,360,511,LITTLE MARLINDA,IMO0000000,WDJ5698,37,,11,3,,,B
369155000,2022-03-31T00:01:11,29.93529,-90.34601,6.3,280.1,279,HEATH WOOD,IMO9813216,WDI9776,31,0,35,11,,57,A
367135430,2022-03-31T00:00:04,30.22872,-93.25345,0.1,161.4,62,ENERGY HERCULES,IMO9397365,WDD3733,31,0,29,10,3.7,52,A
368189130,2022-03-31T00:01:12,47.64687,-122.34333,0,23.8,98,LODESTAR,IMO0000000,,37,,24,6,,,B
367420450,2022-03-31T00:00:04,35.40467,-90.06234,2.6,50.1,511,JENNIE K,,WDE9719,31,0,42,12,,57,A
368208250,2022-03-31T00:00:06,29.57758,-90.60783,0,0,511,TOM CORNWELL,,WDM4631,57,0,207,23,3,52,A
367725510,2022-03-31T00:00:01,40.45476,-79.98501,0,360,511,FANTASY,,WDI7116,60,8,20,5,,99,A
367505660,2022-03-31T00:00:03,41.42207,-90.92814,4.5,72,62,CITY OF CASSVILLE,,WDF9487,31,12,39,12,,57,A
368110050,2022-03-31T00:00:03,47.55219,-122.34162,0.1,329,156,MARINER,,WDL2217,52,11,26,10,4.5,52,A
366709000,2022-03-31T00:00:07,27.6331,-82.56316,0,257.5,89,LEGEND,IMO9601792,WDF9316,31,0,43,18,6.7,32,A
366264360,2022-03-31T00:01:11,47.65888,-122.38123,0,217,173,WESTERN DAWN,IMO7515925,WDJ5630,30,7,24,7,,30,A
367795160,2022-03-31T00:00:15,27.624,-82.85198,1.5,118.5,511,MISS ISABELLE A,IMO8860315,WDJ6178,30,,24,7,,,B
366990040,2022-03-31T00:00:20,36.47385,-89.44739,0,190.1,56,KACIE LUHR,,WDC2252,31,0,23,10,,31,A
367086910,2022-03-31T00:00:34,31.97785,-81.0554,0,0,511,TYPHOON,,WDC8428,37,5,14,5,,37,A
368110050,2022-03-31T00:01:07,47.55223,-122.34143,1.1,337.2,318,MARINER,,WDL2217,52,11,26,10,4.5,52,A
367062120,2022-03-31T00:01:07,48.413,-122.7322,8.6,354.8,352,OCEAN NAVIGATOR,IMO8700711,WSC2552,31,11,25,8,,31,A
311001095,2022-03-31T00:01:14,28.88477,-79.94947,18.4,350.3,351,CARNIVAL SPIRIT,IMO9188647,C6FF5,69,0,293,40,8.5,69,A
338222121,2022-03-31T00:00:29,47.24818,-122.43187,0,360,511,WAVE RUNNER,,,37,,,,,,B
366996360,2022-03-31T00:01:10,29.62484,-94.9593,6.6,340.4,343,DIXIE VANDAL,,WDC2682,31,0,21,7,,57,A
373904000,2022-03-31T00:00:45,27.81212,-86.98313,11.6,344,347,BULK INDEPENDENCE,IMO9374002,3EMY5,70,0,190,44,11.6,70,A
367648120,2022-03-31T00:01:03,27.77289,-82.62991,0,129,511,CYNOSURE,,WDH7437,37,,10,,,,B
366990450,2022-03-31T00:01:13,47.27595,-122.81805,4.5,232.1,511,CHARLIE WELLS,,WAH4742,60,0,19,10,,99,A
249386000,2022-03-31T00:00:38,29.26012,-94.50859,0.3,273.7,115,LEONIDAS,IMO9696474,9HA4229,70,1,,,,70,A
248247000,2022-03-31T00:00:44,28.95537,-94.5422,0,211,125,CMA CGM MUSSET,IMO9406611,9HA2284,70,1,299,40,14.5,70,A
368005180,2022-03-31T00:01:00,26.92886,-82.06336,0,177.3,230,TERRAPIN,,WDJ7280,36,,,,,,B
368044470,2022-03-31T00:01:13,29.73292,-95.02061,0,355.3,32,COOKE,IMO8983129,WDK3359,52,12,24,12,3,57,A
370413000,2022-03-31T00:01:07,45.6818,-122.7753,9.7,175.5,175,GLOBAL ARC,IMO9644043,3FNJ6,70,0,176,28,9.8,70,A
367464840,2022-03-31T00:01:13,29.90246,-90.08047,0,264.1,511,MR JOE,,WDF5575,31,0,15,6,,57,A
538008391,2022-03-31T00:01:07,28.92739,-94.43251,5,185.1,177,FAIRCHEM THRESHER,IMO9829746,V7A2307,80,0,159,27,7.5,83,A
367524240,2022-03-31T00:01:13,29.9895,-85.37072,2.2,204.6,511,MON TA,,WDG3264,31,0,21,,,31,A
367725510,2022-03-31T00:01:09,40.45478,-79.985,0,360,511,FANTASY,,WDI7116,60,8,20,5,,99,A
367451080,2022-03-31T00:01:14,40.51295,-80.12485,0,360,511,JOHN KUSHNER,,WDF4371,31,15,30,7,,99,A
367420450,2022-03-31T00:01:15,35.40522,-90.06151,2.7,48.9,511,JENNIE K,,WDE9719,31,0,42,12,,57,A
303327000,2022-03-31T00:01:16,32.86602,-79.9638,0,239.5,253,OCEAN VICTORY,IMO7121140,WDG8218,90,5,66,17,4,35,A
368120610,2022-03-31T00:01:19,30.51898,-91.22802,4.4,44,511,DODSON THORNTON,,WDL3330,52,5,25,8,3.3,52,A
367647050,2022-03-31T00:01:20,30.16974,-91.00979,4.5,320.9,511,USS CAIRO,,WDH7325,31,0,20,,,31,A
367505650,2022-03-31T00:01:21,29.62627,-89.90728,0,34.8,302,BERNARD G,,WDF9486,31,12,39,12,,57,A
367796610,2022-03-31T00:01:05,29.32198,-94.64547,11.1,295.6,301,HOUSTON,IMO9833204,WDJ6320,90,0,,,,50,A
367579030,2022-03-31T00:00:45,27.77166,-82.76469,0,79.7,1,VECTOR,,WDG8582,37,5,15,4,,37,A
367503540,2022-03-31T00:00:47,38.95744,-81.91328,0,197.1,159,DAN ELDER,,WDF9281,31,0,47,14,,31,A
636016531,2022-03-31T00:01:00,29.74194,-95.28133,0,167.1,321,MAGIC SEAS,IMO9736169,D5GP6,70,5,199,32,9.1,70,A
368181060,2022-03-31T00:00:31,26.11191,-80.10726,0,342.2,511,IMAGINE,IMO0000000,WDL9664,37,,23,6,,,B
368182890,2022-03-31T00:00:33,47.67681,-122.40926,0,360,511,JOURNEY,IMO0000000,WDF9856,37,,21,6,,,B
367482550,2022-03-31T00:01:07,29.76444,-95.07885,0,360,511,WILLIAM P HOBBY,IMO0000000,WDF7247,60,,16,8,,,B
671087100,2022-03-31T00:01:10,18.46281,-66.10295,0,180.4,511,WATER SPIRIT 2,IMO9212424,5VGA7,70,0,70,18,4,70,A
367548540,2022-03-31T00:00:37,48.49867,-122.60808,0,360,172,KOINONIA,IMO0000000,WDG5623,37,,15,4,,,B
368080040,2022-03-31T00:00:37,25.1275,-80.40127,0.3,200.5,511,MYSTIC,IMO0000000,WDK6982,36,,16,8,,,B
368124540,2022-03-31T00:00:48,18.01678,-67.17699,0,291.1,85,OFF TRAIL,IMO0000000,WDL3740,36,,13,4,,,B
316044345,2022-03-31T00:00:55,48.84562,-123.48812,0,360,511,BLUE SERENITY,IMO0000000,,36,,12,4,,,B
366977480,2022-03-31T00:01:01,30.42912,-91.20551,2.4,135.1,511,FLICKER,,WDB9507,31,15,15,7,,10,A
367398920,2022-03-31T00:01:25,29.02102,-89.33942,0.1,183.8,511,LOUIE C,,WDE7885,31,15,20,7,,90,A
366972620,2022-03-31T00:00:04,21.31029,-157.86926,0,118.7,511,MIKIOI,IMO8987723,WDH9684,31,0,23,10,2.4,52,A
368242390,2022-03-31T00:00:06,30.01978,-94.02492,0,265,297,OLD HICKORY,,WDM8339,52,0,24,10,3.4,52,A
367702240,2022-03-31T00:00:07,30.28171,-91.15455,4.9,267.9,268,LAURA RODGERS,,WDI4810,31,12,35,10,,52,A
367471360,2022-03-31T00:00:07,35.94276,-89.68661,0,360,511,AUSTIN STONE,,WDH7040,31,0,19,,,0,A
367343530,2022-03-31T00:00:10,37.04823,-89.18073,0,280.1,511,BARBARA R LANG,,WDE3740,31,0,19,7,,31,A
316027733,2022-03-31T00:00:11,49.28617,-123.10044,0,95.7,511,VFPA4,,CFK5368,53,0,13,3,1.8,53,A
316005498,2022-03-31T00:00:03,49.15809,-122.95717,0,14.9,511,SEASPAN COMMANDER,IMO7043336,CFN6637,31,0,25,7,3.4,52,A
316033236,2022-03-31T00:00:03,48.37393,-123.71956,0,50.8,511,THE RELIC,,,37,,,,,,B
316005444,2022-03-31T00:00:05,49.11816,-123.16409,0,360,511,VIKING SUNRISE,,CZ3319,30,0,20,6,2.6,30,A
368157160,2022-03-31T00:00:03,32.08786,-81.06235,1.5,309.2,511,MISS DOT G,,WDL7108,31,0,22,8,0,31,A
367532880,2022-03-31T00:01:11,38.53869,-90.25051,0,360,511,EVA WALKER,IMO8842313,WDG4092,31,0,23,6,,52,A
367314830,2022-03-31T00:00:09,29.81688,-90.0058,0.2,350.7,511,MISS RAE ANNE,,WBO2481,60,0,19,5,,0,A
311000933,2022-03-31T00:01:01,29.74684,-95.18432,0,307.9,266,CORINTHIAN SPIRE,IMO9478482,C6EL9,70,5,177,28,10.1,70,A
319167900,2022-03-31T00:01:06,26.82772,-80.05867,0,360,159,MV CARMANAH,,ZGIT2,37,5,19,6,2,37,A
367314830,2022-03-31T00:01:18,29.81687,-90.0058,0.2,357.9,511,MISS RAE ANNE,,WBO2481,60,0,19,5,,0,A
367640650,2022-03-31T00:01:07,47.62994,-122.39252,0,254.1,511,AVENTURAS,,WDH6689,37,,16,,,,B
366988190,2022-03-31T00:00:39,41.82753,-90.19015,0,258,54,PRAIRIE DAWN,IMO8332447,WDC2117,31,12,46,12,,57,A
367684360,2022-03-31T00:01:12,38.75209,-85.03305,0.2,209,511,J L BRADEN,,WDI3041,31,0,15,,,99,A
316005498,2022-03-31T00:01:13,49.15809,-122.95717,0,16.9,511,SEASPAN COMMANDER,IMO7043336,CFN6637,31,0,25,7,3.4,52,A
367093520,2022-03-31T00:01:19,30.39294,-81.40504,0,235.6,511,C-TRACTOR 12,IMO9132181,WCW5016,31,0,31,11,3.3,0,A
538071443,2022-03-31T00:00:45,25.77158,-80.14151,0,59.1,327,SNOW 5,IMO984290600,V7A2587,37,5,48,8,0,37,A
338383217,2022-03-31T00:01:28,47.67938,-122.40692,0,176.4,218,LIQUID ASSET,IMO0000000,,37,,18,5,,,B
338531000,2022-03-31T00:00:55,29.93356,-90.05535,0,13.6,194,GENESIS VIGILANT,IMO8973928,WDG9352,31,5,30,10,5,31,A
367319430,2022-03-31T00:00:03,30.94257,-91.66085,1.3,80.7,511,MISTER CUE,IMO8635447,WDE5811,31,0,16,6,,52,A
367156710,2022-03-31T00:01:10,29.13774,-89.24829,0.1,228.1,511,JOAN CENAC,,WDD5325,31,8,20,7,,31,A
367740050,2022-03-31T00:01:20,29.37866,-94.87048,6.8,108.4,105,AMERICAN RELIANCE,,WDI8580,31,12,,,,57,A
367126620,2022-03-31T00:00:06,18.46427,-66.12359,0.3,349,511,CAPE HENRY,IMO6807022,WBK3240,31,0,31,8,4.7,52,A
636017520,2022-03-31T00:00:07,20.0272,-94.82401,17.1,239.6,237,BSL CAPE TOWN,IMO9275048,A8DG9,70,15,210,30,11.5,0,A
338536000,2022-03-31T00:00:14,29.13549,-90.19447,0,349.8,159,HILDA LAB,IMO9564322,WKDT,90,5,79,18,4.9,39,A
368103470,2022-03-31T00:00:00,30.42539,-91.19478,0.1,112.1,511,CHARLES CUTHBERT,,WDK9413,31,0,20,8,2.8,31,A
